Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
5,N/A,EVENT_WAIT,45,25,0.020,1785402658548615.710	,1785402658548615.730	
5,N/A,EVENT_RESET,45,26,0.100,1785402658548615.750	,1785402658548615.850	
5,te_rotarypositionembedding_eede566b717ead18a4218a0c9fa9a80d8fcd61b3195acba056ecd968fa4ce688,MIX_AIV,45,27,6.460,1785402658548617.610	,1785402658548624.070	
5,te_realdiv_b506c0f891f026aed2413a1186e9e94a3d716c388d3b217b504460658630f25b__kernel0,AI_VECTOR_CORE,45,28,1.380,1785402658548624.810	,1785402658548626.190	
5,te_concatd_e48b8d59d1b8f861d7758ffa060c303dc286eea7e8a08b42422d64c97cf3ca38__kernel0,AI_VECTOR_CORE,45,29,7.540,1785402658548626.210	,1785402658548633.750	
5,te_fused_op_mul_less_072c27b71de954c6c31904cd0534cb7b1b992d4d8d4ed074be829d7a596b9b95__kernel0,AI_VECTOR_CORE,45,30,2.340,1785402658548633.770	,1785402658548636.110	
5,te_selectv2_136941a9b9b95379950ad5c39d07f1918bb2b9aabb3225d9f12e8f579850b163__kernel0,AI_VECTOR_CORE,45,31,1.700,1785402658548636.130	,1785402658548637.830	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,32,11.480,1785402658548637.850	,1785402658548649.330	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,33,22.960,1785402658548649.350	,1785402658548672.310	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,34,22.940,1785402658548672.350	,1785402658548695.290	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,35,6.940,1785402658548695.310	,1785402658548702.250	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,36,22.700,1785402658548702.270	,1785402658548724.970	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,37,22.900,1785402658548724.990	,1785402658548747.890	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,38,5.400,1785402658548747.930	,1785402658548753.330	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,39,22.740,1785402658548753.350	,1785402658548776.090	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,40,22.880,1785402658548776.110	,1785402658548798.990	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,41,6.740,1785402658548799.010	,1785402658548805.750	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,42,22.920,1785402658548805.770	,1785402658548828.690	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,43,23.020,1785402658548828.710	,1785402658548851.730	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,44,7.040,1785402658548851.750	,1785402658548858.790	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,45,23.260,1785402658548858.830	,1785402658548882.090	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,46,23.300,1785402658548882.110	,1785402658548905.410	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,47,7.500,1785402658548905.430	,1785402658548912.930	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,48,23.500,1785402658548912.950	,1785402658548936.450	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,49,23.300,1785402658548936.470	,1785402658548959.770	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,50,7.160,1785402658548959.790	,1785402658548966.950	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,51,23.080,1785402658548966.970	,1785402658548990.050	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,52,23.120,1785402658548990.070	,1785402658549013.190	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,53,7.180,1785402658549013.210	,1785402658549020.390	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,54,23.040,1785402658549020.430	,1785402658549043.470	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,55,23.220,1785402658549043.490	,1785402658549066.710	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,56,7.540,1785402658549066.750	,1785402658549074.290	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,57,23.160,1785402658549074.310	,1785402658549097.470	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,58,23.260,1785402658549097.510	,1785402658549120.770	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,59,7.180,1785402658549120.790	,1785402658549127.970	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,60,23.440,1785402658549127.990	,1785402658549151.430	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,61,23.600,1785402658549151.450	,1785402658549175.050	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,62,5.940,1785402658549175.070	,1785402658549181.010	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,63,23.360,1785402658549181.030	,1785402658549204.390	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,64,23.600,1785402658549204.410	,1785402658549228.010	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,65,6.760,1785402658549228.030	,1785402658549234.790	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,66,23.120,1785402658549234.810	,1785402658549257.930	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,67,23.340,1785402658549257.950	,1785402658549281.290	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,68,7.760,1785402658549281.330	,1785402658549289.090	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,69,23.120,1785402658549289.110	,1785402658549312.230	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,70,23.220,1785402658549312.250	,1785402658549335.470	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,71,7.920,1785402658549335.490	,1785402658549343.410	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,72,23.120,1785402658549343.450	,1785402658549366.570	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,73,23.260,1785402658549366.590	,1785402658549389.850	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,74,6.900,1785402658549389.870	,1785402658549396.770	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,75,23.340,1785402658549396.790	,1785402658549420.130	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,76,23.400,1785402658549420.150	,1785402658549443.550	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,77,8.180,1785402658549443.590	,1785402658549451.770	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,78,23.620,1785402658549451.790	,1785402658549475.410	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,79,23.600,1785402658549475.430	,1785402658549499.030	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,80,7.840,1785402658549499.050	,1785402658549506.890	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,81,23.240,1785402658549506.910	,1785402658549530.150	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,82,23.380,1785402658549530.170	,1785402658549553.550	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,83,7.460,1785402658549553.570	,1785402658549561.030	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,84,23.060,1785402658549561.050	,1785402658549584.110	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,85,23.120,1785402658549584.130	,1785402658549607.250	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,86,6.680,1785402658549607.270	,1785402658549613.950	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,87,22.940,1785402658549613.970	,1785402658549636.910	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,88,23.000,1785402658549636.930	,1785402658549659.930	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,89,7.140,1785402658549659.950	,1785402658549667.090	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,90,23.000,1785402658549667.130	,1785402658549690.130	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,91,23.060,1785402658549690.150	,1785402658549713.210	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,92,8.100,1785402658549713.230	,1785402658549721.330	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,93,23.160,1785402658549721.350	,1785402658549744.510	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,94,23.320,1785402658549744.530	,1785402658549767.850	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,95,9.180,1785402658549767.870	,1785402658549777.050	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,96,23.380,1785402658549777.070	,1785402658549800.450	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,97,23.540,1785402658549800.490	,1785402658549824.030	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,98,6.880,1785402658549824.050	,1785402658549830.930	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,99,24.060,1785402658549830.970	,1785402658549855.030	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,100,24.000,1785402658549855.070	,1785402658549879.070	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,101,8.320,1785402658549879.110	,1785402658549887.430	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,102,23.220,1785402658549887.450	,1785402658549910.670	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,103,23.260,1785402658549910.690	,1785402658549933.950	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,104,8.280,1785402658549933.970	,1785402658549942.250	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,105,22.820,1785402658549942.270	,1785402658549965.090	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,106,22.820,1785402658549965.110	,1785402658549987.930	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,107,7.940,1785402658549987.950	,1785402658549995.890	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,108,22.780,1785402658549995.910	,1785402658550018.690	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,109,22.920,1785402658550018.710	,1785402658550041.630	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,110,7.300,1785402658550041.650	,1785402658550048.950	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,111,22.800,1785402658550048.970	,1785402658550071.770	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,112,22.860,1785402658550071.790	,1785402658550094.650	
5,te_gatherv2_c3243b286a121e8610a76f5fa4ecb6beb803af6beca82b85fe7f7e28299c8bfa__kernel0,AI_VECTOR_CORE,45,113,9.220,1785402658550094.670	,1785402658550103.890	
5,te_stridedsliced_ccc16ff655c21e51d210506e1095f2755a584fe4cc9f510b401aa35880226c40__kernel0,AI_VECTOR_CORE,45,114,22.540,1785402658550103.910	,1785402658550126.450	
5,N/A,EVENT_WAIT,45,115,0.020,1785402658550126.470	,1785402658550126.490	
5,N/A,EVENT_RESET,45,116,0.080,1785402658550126.510	,1785402658550126.590	
5,te_concatd_9c3ad382f53f18d03eb0afad5dba932ea3575822cf312aa31245efed5c0aa030__kernel0,AI_VECTOR_CORE,45,117,8.860,1785402658550126.610	,1785402658550135.470	
5,te_expand_5048d24604c4bc1589d7bcb2c8bcb22aed64c94523ab27bbcba0a8b658720694__kernel0,AI_VECTOR_CORE,45,118,10.820,1785402658550135.490	,1785402658550146.310	
5,te_stridedsliced_b4c2555076924e7cc6adaa7c956e4b47d5cbce5ec3230d25cd98617be3a451fd__kernel0,AI_VECTOR_CORE,45,119,22.680,1785402658550146.330	,1785402658550169.010	
5,te_concatd_9c3ad382f53f18d03eb0afad5dba932ea3575822cf312aa31245efed5c0aa030__kernel0,AI_VECTOR_CORE,45,120,3.400,1785402658550169.030	,1785402658550172.430	
5,te_expand_5048d24604c4bc1589d7bcb2c8bcb22aed64c94523ab27bbcba0a8b658720694__kernel0,AI_VECTOR_CORE,45,121,6.680,1785402658550172.470	,1785402658550179.150	
5,te_batchmatmulv2_bbaed307a57d45d0ace88438c2699b145543e77140346ea93b693d31b9bdf9e9__kernel0,AI_CORE,45,122,9.760,1785402658550179.170	,1785402658550188.930	
5,te_add_a19c274e9222a5f3daaa2e27163ccfc04ff50f31d9f42fa6db6f36380f6185bc__kernel0,AI_VECTOR_CORE,45,123,7.480,1785402658550188.950	,1785402658550196.430	
5,te_softmaxv2_675654d044d110d635d37aabfe0704bf11353c7fa13156e498a72f2a08e21d02__kernel0,AI_VECTOR_CORE,45,124,3.860,1785402658550196.470	,1785402658550200.330	
5,te_batchmatmulv2_21274bfb90e61e96033976ae0d2c5f984ebaf3368052454afdb1d5cc7eb8ba94__kernel0,AI_CORE,45,125,12.360,1785402658550200.370	,1785402658550212.730	
5,te_batchmatmulv2_1a7623436760f43f8830108778d226c7539c93ee710d41b677899594c532065f__kernel0,AI_CORE,45,126,14.040,1785402658550212.750	,1785402658550226.790	
5,te_fused_op_add_cast_square_reduce_mean_d_add_sqrt_real_div_cast_mul_mul_b4184ab7a50f49d5ec24152102e1a0837f5b5f6af2def2ac01221b5f00656995__kernel0,AI_VECTOR_CORE,45,127,1.540,1785402658550226.810	,1785402658550228.350	
5,te_batchmatmulv2_5bc4a3f4457a6a5a114b79bff1e406a6d4713daf9a5783dfd4c31d81cd973027__kernel0,AI_CORE,45,128,49.940,1785402658550228.390	,1785402658550278.330	
5,te_batchmatmulv2_5bc4a3f4457a6a5a114b79bff1e406a6d4713daf9a5783dfd4c31d81cd973027__kernel0,AI_CORE,45,129,52.680,1785402658550278.350	,1785402658550331.030	
5,te_fused_op_sigmoid_mul_mul_91049156346eda8b712594a3bab86d59e5bda1ae01fb825b2a6bbcb27794ed85__kernel0,AI_VECTOR_CORE,45,130,2.620,1785402658550331.050	,1785402658550333.670	
5,te_batchmatmulv2_0ae2c276ead816541e48edd7baf2088182e52eedbb2a5e7ee27f3dc91e40e7cb__kernel0,AI_CORE,45,131,64.360,1785402658550333.690	,1785402658550398.050	
5,te_fused_op_add_cast_square_reduce_mean_d_add_sqrt_real_div_cast_mul_mul_b4184ab7a50f49d5ec24152102e1a0837f5b5f6af2def2ac01221b5f00656995__kernel0,AI_VECTOR_CORE,45,132,1.540,1785402658550398.070	,1785402658550399.610	
5,N/A,EVENT_RECORD,45,133,0.020,1785402658550399.630	,1785402658550399.650	
5,te_batchmatmulv2_361169014e115f621781e5268aa613ed9c5ffedb4a2bd9cf6672ef848806874c__kernel0,AI_CORE,45,134,12.460,1785402658550399.670	,1785402658550412.130	
5,N/A,EVENT_RESET,44,14,0.100,1785402658550400.550	,1785402658550400.650	
5,N/A,EVENT_RECORD,44,15,0.020,1785402658550400.670	,1785402658550400.690	
5,N/A,EVENT_RECORD,44,16,0.020,1785402658550400.710	,1785402658550400.730	
5,N/A,EVENT_RECORD,44,17,0.020,1785402658550400.750	,1785402658550400.770	
5,N/A,EVENT_WAIT,44,18,12.240,1785402658550400.790	,1785402658550413.030	
5,N/A,EVENT_RECORD,45,135,0.020,1785402658550412.150	,1785402658550412.170	
5,te_batchmatmulv2_bd33f7fde4314e857a6fa9233f18deac9095f0100db3583e8c2f8cb67171df5c__kernel0,AI_CORE,45,136,10.040,1785402658550412.190	,1785402658550422.230	
5,N/A,EVENT_RESET,44,19,0.100,1785402658550413.090	,1785402658550413.190	
5,N/A,EVENT_WAIT,44,20,9.960,1785402658550413.210	,1785402658550423.170	
